CREDITRATING,BalanceCheque,Loan_NurnMonth,CreditHistory,CreditAmt,SavingsBalance,Mths_employ,PersonStatusSex,PresentResidence,Property,AgeInYears,OtherInstPlans,NumCreditsThisBank,NumPplLiablMaint,Telephone,ForeignWorker,Purpose_CarNew,Purpose_CarOld,otherdebtor_noneVsGuar,otherdebt_coapplVsGuar,house_rentVsFree,house_ownsVsFree,job_unemployedVsMgt,jobs_unskilledVsMgt,job_skilledVsMgt
1,1,36,1,90,1,2,2,1,3,29,2,1,1,1,0,0,0,0,1,1,0,0,0,0
0,3,24,4,16,0,4,2,3,1,40,2,2,1,0,0,0,0,1,0,0,1,0,0,1
0,1,18,1,13,0,5,3,2,0,32,2,1,1,0,0,0,0,0,0,0,1,0,1,0
0,2,6,4,13,1,5,0,4,2,28,2,2,2,1,0,1,0,1,0,0,1,0,0,1
1,0,24,1,31,0,2,1,1,1,27,2,1,1,0,0,1,0,1,0,0,1,0,0,1
0,0,36,1,55,0,5,2,4,3,42,2,1,2,0,0,0,1,1,0,0,0,0,0,1
0,2,9,1,11,1,5,0,4,0,49,2,1,1,0,0,0,0,1,0,0,1,0,0,1
1,1,24,4,12,1,2,2,4,3,38,0,2,2,0,0,0,0,1,0,0,1,0,0,1
1,0,24,1,12,0,2,1,4,1,24,2,1,1,0,0,1,0,1,0,1,0,0,0,1
1,3,10,1,13,4,3,2,4,1,27,2,1,1,0,0,1,0,0,0,0,1,0,1,0
0,2,15,4,24,2,3,2,2,2,36,2,1,1,1,0,0,1,1,0,0,1,0,0,1
1,1,15,0,68,1,1,2,2,1,34,2,1,2,1,0,1,0,1,0,0,1,0,0,0
0,3,24,1,14,0,3,3,2,1,28,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,3,39,1,86,1,5,2,2,2,45,2,1,1,1,0,0,1,1,0,0,1,0,0,0
1,0,12,1,8,0,4,2,2,0,26,2,1,1,0,0,1,0,1,0,0,1,0,0,1
0,3,36,1,47,0,3,2,2,3,32,2,1,1,1,0,0,1,1,0,0,0,0,0,0
0,2,15,1,27,0,4,2,4,1,26,2,1,1,1,0,0,0,1,0,1,0,0,0,1
0,1,12,3,6,0,3,3,4,0,20,2,2,1,0,0,0,0,0,1,1,0,0,0,1
0,3,24,1,23,4,2,2,1,1,54,2,1,1,0,0,1,0,1,0,0,1,0,0,1
0,0,6,4,6,0,4,1,3,1,37,2,2,1,0,1,1,0,1,0,0,1,0,0,1
0,0,6,4,14,0,2,2,4,0,40,2,1,2,0,1,1,0,1,0,0,1,0,1,0
1,3,36,4,71,0,2,1,4,1,23,2,2,1,1,0,0,0,1,0,1,0,0,0,1
0,0,6,1,12,1,5,2,2,1,43,2,1,1,1,0,1,0,1,0,0,1,0,0,1
0,3,6,4,7,4,5,2,4,3,36,2,2,1,0,0,0,0,1,0,0,0,0,0,1
0,3,24,4,55,0,5,2,4,3,44,2,2,1,0,0,0,0,1,0,0,0,0,0,1
1,0,18,1,32,0,3,1,2,0,24,2,1,1,0,0,0,0,1,0,0,1,0,0,1
1,0,48,2,71,0,3,2,4,3,53,2,2,2,0,0,0,0,1,0,0,0,0,0,1
0,3,24,1,35,1,4,1,4,2,23,2,1,1,0,0,0,1,1,0,0,1,0,0,1
0,1,18,1,11,0,3,1,4,0,26,2,1,2,0,0,0,0,0,0,0,1,0,1,0
0,1,26,1,80,0,2,2,3,2,30,2,2,1,0,0,0,1,1,0,0,1,0,0,1
0,3,15,4,15,1,3,1,3,2,31,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,3,4,4,15,0,4,2,1,0,42,2,2,2,0,0,0,0,1,0,0,1,0,1,0
1,0,36,1,23,0,3,0,4,2,31,2,1,1,0,0,0,0,1,0,1,0,0,0,1
0,0,6,1,7,0,2,2,4,0,41,2,1,2,1,0,1,0,1,0,0,1,0,1,0
0,1,36,1,23,0,4,2,1,2,32,2,2,2,0,0,0,0,1,0,0,1,0,0,1
1,1,15,1,26,1,3,1,4,2,28,2,2,1,1,0,1,0,1,0,1,0,0,0,1
0,3,12,3,15,0,3,3,4,0,41,2,1,1,0,0,0,1,1,0,1,0,0,0,1
0,3,24,1,13,1,4,3,3,1,26,2,1,1,1,0,0,0,1,0,0,1,0,0,1
0,3,24,1,31,4,2,2,2,2,25,2,2,1,0,0,0,0,1,0,0,1,0,0,1
1,2,21,4,23,0,2,0,1,2,33,2,1,1,0,0,0,0,1,0,1,0,0,0,1
0,0,6,1,14,4,1,1,3,1,75,2,1,1,1,0,1,0,1,0,0,1,0,0,0
0,1,18,4,36,0,5,1,4,1,37,2,1,1,1,0,0,0,1,0,0,1,0,0,1
1,0,48,1,78,0,5,2,4,3,42,0,1,1,0,0,1,0,1,0,0,0,0,0,0
0,2,18,1,30,0,2,1,1,1,45,1,1,1,0,0,0,0,1,0,0,1,0,1,0
1,1,12,1,15,0,2,3,1,0,23,2,1,1,0,0,0,0,1,0,1,0,0,0,1
0,3,24,3,20,0,5,2,4,3,60,2,2,1,1,0,1,0,1,0,0,0,0,0,1
1,0,30,1,64,4,5,2,4,1,31,2,1,1,0,0,0,0,1,0,0,1,0,0,1
1,2,18,1,29,0,3,2,1,0,34,2,1,2,0,0,0,0,1,0,0,1,0,1,0
0,3,12,4,13,0,5,2,4,0,61,2,2,1,0,0,1,0,1,0,0,1,0,1,0
1,0,24,3,13,0,1,2,2,0,43,2,2,2,0,0,1,0,1,0,0,0,0,0,1
0,3,24,4,20,0,3,1,4,2,37,2,1,1,1,0,1,0,1,0,0,1,0,0,1
0,3,24,1,16,0,4,2,1,2,32,0,1,2,0,0,0,0,1,0,0,1,0,0,1
1,0,12,0,6,0,3,1,4,0,24,0,1,1,0,0,0,0,1,0,0,1,0,1,0
0,3,48,4,89,4,4,2,1,3,35,2,2,1,1,0,0,1,1,0,0,0,0,0,1
0,3,12,4,10,4,4,1,4,0,23,2,2,1,0,0,0,0,1,0,0,1,0,0,1
0,3,6,0,18,2,5,2,4,1,45,0,1,2,0,0,0,0,1,0,0,1,0,1,0
1,0,48,1,70,0,4,3,1,0,34,2,2,1,1,0,0,0,0,0,0,1,0,0,1
0,1,12,4,20,1,2,2,1,2,27,2,1,1,0,0,1,0,1,0,0,1,0,0,1
0,1,9,1,12,0,4,1,4,1,67,2,2,1,1,0,0,0,1,0,0,1,0,0,0
1,1,12,1,13,0,2,2,1,2,22,1,1,1,0,0,0,0,1,0,0,1,0,0,1
1,1,18,2,23,1,2,1,3,2,28,2,2,1,0,0,1,0,1,0,0,1,0,0,1
1,3,21,2,50,4,3,1,4,1,29,0,2,1,1,0,1,0,1,0,0,1,0,0,1
1,0,24,0,36,0,4,2,4,2,27,0,1,1,0,0,0,0,1,0,0,1,0,0,1
1,1,18,4,19,0,2,2,2,0,31,2,2,1,0,0,0,0,1,0,0,1,0,1,0
0,0,24,1,30,4,5,2,4,3,49,0,1,2,1,0,0,1,1,0,0,0,0,0,1
1,0,24,0,15,0,4,2,4,2,24,0,1,1,0,0,0,0,0,0,1,0,0,1,0
0,2,6,3,7,0,2,1,1,1,29,0,1,1,0,0,0,0,1,0,0,1,0,0,1
1,1,36,1,124,4,3,2,4,3,37,2,1,1,1,0,1,0,1,0,0,0,0,0,1
0,1,24,3,47,4,3,2,2,1,37,0,2,1,1,0,0,0,1,0,0,1,0,0,0
0,1,24,3,16,1,4,1,2,1,23,2,2,1,1,0,0,0,1,0,1,0,0,0,1
1,0,12,1,14,0,4,0,3,2,36,2,1,1,0,0,1,0,1,0,0,1,0,0,1
0,3,24,4,26,3,5,2,2,2,34,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,1,48,1,40,4,4,2,1,2,41,2,2,2,1,0,0,0,1,0,0,1,0,0,1
1,0,48,1,68,0,3,1,2,2,31,2,1,1,1,0,0,0,1,0,0,1,0,0,1
1,0,24,1,32,0,2,1,4,0,23,2,1,1,1,0,0,0,1,0,1,0,0,1,0
0,3,30,4,60,0,4,2,2,2,38,2,1,1,0,0,0,0,0,1,0,1,0,0,1
0,3,24,1,54,4,1,1,4,1,26,2,1,1,1,0,0,1,1,0,1,0,0,0,0
0,0,15,1,8,0,3,1,4,1,22,2,1,1,0,0,0,0,1,0,0,1,0,1,0
0,1,9,1,11,0,5,2,4,2,27,2,2,1,0,0,0,0,1,0,0,1,0,1,0
0,3,15,4,28,0,4,1,3,2,24,0,2,1,0,0,0,0,0,1,0,1,0,0,1
0,1,12,1,29,0,4,1,1,0,27,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,3,24,4,19,4,3,1,2,2,33,2,2,1,1,0,0,0,1,0,0,1,0,0,1
1,1,36,4,28,0,2,0,4,2,27,2,2,1,0,0,1,0,1,0,0,1,0,0,1
0,3,24,1,9,0,2,3,3,2,27,2,2,1,0,0,0,0,1,0,0,1,0,1,0
1,1,18,4,11,0,5,2,3,0,30,0,2,1,0,0,1,0,0,0,0,1,0,0,1
0,1,12,4,31,0,2,2,3,0,49,0,2,2,0,0,1,0,1,0,0,1,0,1,0
0,3,9,1,14,0,3,1,2,0,26,2,1,1,0,0,0,0,1,0,1,0,0,0,1
1,1,36,1,24,0,2,2,1,3,33,2,1,1,0,0,0,0,1,0,1,0,0,1,0
0,3,12,1,21,4,5,1,4,3,52,2,1,1,1,0,1,0,1,0,0,0,0,0,0
1,0,18,1,20,0,3,1,4,0,20,0,1,1,0,0,0,0,1,0,1,0,0,0,1
0,0,9,4,28,0,3,2,2,0,36,2,2,2,0,0,1,0,1,0,1,0,0,0,1
0,0,12,1,13,0,3,2,1,1,21,2,1,1,0,0,0,0,0,0,0,1,0,1,0
1,0,18,1,12,0,3,3,3,0,47,2,1,1,1,0,0,0,1,0,0,1,0,1,0
1,0,12,4,22,0,5,2,3,1,60,2,2,1,0,0,0,0,1,0,0,1,0,0,1
0,0,12,4,4,0,4,1,3,0,58,2,4,1,1,0,0,0,1,0,0,1,0,1,0
0,1,24,3,20,4,3,1,4,2,42,2,2,1,1,0,1,0,1,0,1,0,0,0,1
0,3,21,1,16,3,5,1,4,0,36,0,1,1,0,0,0,0,1,0,0,1,0,1,0
1,1,24,1,27,0,3,1,4,1,20,2,1,1,1,0,1,0,1,0,1,0,0,1,0
1,0,24,0,14,4,5,2,3,2,40,1,1,1,1,0,0,0,1,0,0,1,0,0,0
1,1,6,0,9,1,2,1,1,1,32,1,1,1,0,0,1,0,1,0,0,1,0,1,0
1,0,24,1,14,0,4,1,4,2,23,2,2,1,0,0,1,0,1,0,1,0,0,0,1
1,1,24,2,42,0,3,2,4,0,36,2,3,1,1,0,0,0,1,0,0,1,0,1,0
1,3,18,4,28,0,4,2,2,1,31,0,2,1,0,0,1,0,1,0,0,1,0,0,1
0,3,24,3,39,0,3,2,2,3,32,2,1,1,0,0,0,0,1,0,0,0,0,0,1
0,1,7,1,23,0,2,1,1,0,45,2,1,1,0,0,0,0,0,0,0,1,0,0,1
1,1,9,1,9,0,3,1,1,1,30,2,1,1,0,0,0,0,1,0,0,1,0,0,1
1,1,24,0,18,0,4,1,4,3,34,0,1,1,0,0,0,0,1,0,0,0,0,1,0
1,3,36,1,33,0,3,1,2,2,28,2,1,1,1,0,0,0,1,0,0,1,0,0,0
0,2,10,1,13,0,2,1,2,1,23,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,0,24,0,28,2,3,2,4,0,22,1,1,1,1,0,0,0,1,0,0,1,0,0,1
0,3,24,4,45,0,3,2,2,0,74,2,1,1,1,0,0,0,1,0,0,1,0,0,0
1,1,36,1,27,1,3,1,4,3,50,2,1,1,0,0,0,0,0,1,0,0,0,0,1
0,3,18,1,21,0,2,2,1,0,33,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,3,15,1,13,4,5,2,4,3,45,0,1,2,0,0,0,1,1,0,0,0,0,0,1
1,0,12,1,7,1,1,1,3,1,22,2,1,1,0,0,0,0,1,0,0,1,0,0,1
1,2,10,1,12,1,5,1,4,3,48,2,1,2,0,0,1,0,1,0,0,0,0,1,0
0,0,21,1,34,3,2,1,2,2,29,0,1,1,0,0,0,0,1,0,0,1,0,0,1
0,0,24,0,36,0,3,1,4,2,22,0,1,1,0,1,0,1,0,0,1,0,0,0,1
1,3,18,3,18,0,4,1,1,0,22,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,1,48,2,122,4,3,2,2,2,48,0,1,1,1,0,0,0,1,0,0,1,0,0,0
0,1,60,3,92,4,3,2,2,3,27,2,1,1,0,0,0,0,1,0,0,0,0,0,0
0,0,6,4,37,0,3,2,3,0,37,2,3,2,0,0,1,0,1,0,1,0,0,0,1
1,1,30,1,34,1,3,1,4,2,21,2,1,1,0,0,0,0,0,1,1,0,0,0,1
0,3,12,1,6,0,3,0,2,0,49,2,1,1,0,0,1,0,1,0,0,1,0,1,0
0,1,21,4,37,0,4,2,3,1,27,2,2,1,0,0,0,0,1,0,0,1,0,0,1
1,3,18,4,15,0,3,2,2,1,32,0,2,1,0,0,1,0,1,0,0,1,0,0,1
1,3,48,1,39,4,3,0,2,0,38,0,1,1,0,0,0,0,1,0,0,1,0,0,1
0,0,12,1,19,0,2,1,1,2,22,2,1,1,0,0,0,0,1,0,1,0,0,0,1
1,0,18,1,26,0,3,2,4,3,65,2,2,1,0,0,0,0,1,0,0,0,0,0,1
0,3,15,1,20,4,5,2,2,2,35,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,2,6,1,21,0,3,2,2,0,41,2,1,1,1,0,0,0,1,0,0,1,0,0,1
1,1,9,0,14,1,4,2,3,3,29,2,1,1,0,0,1,0,1,0,0,1,0,0,1
0,3,42,4,40,2,3,2,4,0,36,2,2,1,1,0,0,0,1,0,0,1,0,0,1
0,3,9,1,38,4,5,2,4,0,64,2,1,1,0,0,0,0,1,0,0,1,0,1,0
0,0,24,1,37,0,3,1,4,2,28,2,1,1,0,0,0,0,1,0,0,1,0,0,1
1,0,18,0,16,0,3,2,3,2,44,0,1,1,0,0,0,0,1,0,0,1,0,0,1
0,1,15,1,14,4,2,2,1,1,23,2,1,1,0,0,0,0,1,0,0,1,0,0,1
1,3,9,1,20,0,2,1,2,2,19,2,2,1,0,0,0,0,0,1,1,0,0,0,1
1,1,24,1,14,0,2,1,4,2,25,2,1,1,1,0,1,0,1,0,0,1,0,1,0
0,3,12,1,14,0,5,2,4,1,47,0,3,2,1,0,0,0,1,0,0,1,0,0,1
0,3,24,1,14,2,4,1,1,2,28,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,3,60,3,157,0,4,2,4,2,21,2,2,1,1,0,0,0,1,0,0,1,0,0,1
0,3,12,1,15,0,2,1,3,2,34,2,1,2,0,0,0,0,1,0,0,1,0,0,1
1,0,42,3,44,0,4,2,2,1,26,0,2,2,1,0,0,0,1,0,0,1,0,0,1
1,0,18,1,8,0,1,1,1,0,27,2,1,1,0,0,0,0,1,0,0,1,1,0,0
0,1,15,1,13,0,5,2,4,2,38,2,2,1,0,0,0,0,1,0,0,1,0,1,0
1,3,15,1,46,1,3,2,2,1,40,2,1,1,1,0,0,0,1,0,0,1,0,0,0
0,3,24,4,19,0,4,3,2,2,33,2,2,1,1,0,0,0,0,0,0,1,0,0,1
0,0,18,4,19,0,4,3,1,1,32,2,2,1,1,0,0,0,1,0,0,1,0,0,0
1,3,36,3,80,4,2,2,4,2,27,2,2,1,1,0,0,0,1,0,1,0,0,0,1
0,0,30,2,46,0,3,0,2,0,32,2,2,1,0,0,0,0,0,0,0,1,0,0,1
1,3,12,1,14,2,3,1,2,1,26,2,1,1,0,0,1,0,1,0,0,1,0,0,1
1,2,24,1,9,0,4,2,3,3,38,0,1,2,0,0,1,0,1,0,0,0,0,0,1
1,0,12,1,7,0,3,2,4,2,40,2,1,2,0,0,0,0,1,0,1,0,0,1,0
0,0,48,1,75,0,4,2,1,3,50,2,1,1,1,0,0,0,1,0,0,0,0,0,0
1,1,12,1,19,0,3,2,2,1,37,2,1,1,0,0,0,0,1,0,0,1,0,1,0
1,0,24,1,23,0,5,2,1,0,45,2,1,1,0,0,1,0,0,1,0,1,0,0,1
1,1,36,3,81,1,5,2,4,2,42,2,4,1,1,0,1,0,1,0,0,1,0,0,0
0,3,24,4,23,0,4,2,3,2,35,2,2,1,1,0,0,1,1,0,0,1,0,0,1
0,0,14,1,40,0,1,2,4,3,22,2,1,1,0,0,1,0,1,0,0,0,0,0,1
1,1,12,1,9,0,5,2,4,2,41,0,1,2,0,0,1,0,1,0,0,1,0,1,0
0,3,48,1,102,4,4,2,3,2,37,1,1,1,1,0,0,0,1,0,0,1,0,0,1
0,1,30,2,42,0,3,1,1,2,28,2,2,1,0,0,0,0,1,0,0,1,0,0,1
0,1,18,4,64,0,5,2,1,3,41,2,1,1,1,0,0,0,1,0,0,1,0,0,1
0,2,12,1,13,0,3,3,4,0,23,2,1,1,0,0,0,0,1,0,1,0,0,0,1
1,0,12,1,9,4,3,3,2,2,23,2,1,1,0,0,1,0,1,0,0,1,0,0,1
0,3,21,1,22,0,5,2,2,0,50,2,2,1,0,0,0,0,1,0,0,1,0,0,1
0,1,6,3,10,0,1,2,1,1,35,1,2,1,1,0,0,0,1,0,0,1,0,0,0
0,2,6,4,10,0,3,1,4,1,50,2,1,1,0,0,0,0,1,0,0,1,0,1,0
0,3,24,4,63,0,1,2,2,3,27,0,2,1,1,0,0,0,0,1,0,1,0,0,0
0,1,30,0,35,3,3,2,2,2,34,1,1,2,1,0,0,0,1,0,0,1,0,0,1
0,3,48,0,36,0,3,1,1,0,27,1,1,1,0,0,0,0,1,0,0,1,0,0,1
1,0,12,4,48,0,5,2,4,1,43,2,2,1,1,0,1,0,0,1,1,0,0,0,1
0,2,30,4,30,0,5,2,4,1,47,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,3,24,4,41,1,3,2,3,1,27,2,2,1,1,0,0,0,1,0,0,1,0,1,0
0,3,36,1,57,1,4,2,2,2,31,2,2,1,1,0,0,0,1,0,0,1,0,0,1
0,3,60,1,104,0,5,2,4,1,42,2,1,1,1,0,1,0,1,0,0,1,0,0,0
0,3,6,4,21,2,3,3,2,2,24,2,1,1,0,0,1,0,1,0,0,1,0,0,1
1,3,21,3,26,2,2,2,2,0,41,0,1,2,0,0,0,0,1,0,0,1,0,1,0
0,3,30,4,45,0,4,1,4,2,26,2,1,1,1,0,0,0,1,0,1,0,0,0,0
0,3,24,4,52,0,5,2,4,2,33,2,1,1,1,0,0,0,1,0,0,1,0,0,1
1,1,72,1,56,1,3,3,2,2,24,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,0,24,1,24,0,5,2,4,0,64,0,1,1,0,0,0,0,1,0,1,0,0,1,0
0,3,18,1,15,0,2,1,1,0,26,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,3,6,1,15,0,2,1,2,3,56,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,3,12,1,23,4,3,2,4,3,37,2,1,1,1,0,0,0,1,0,0,0,0,0,1
0,3,15,3,15,0,3,3,3,0,33,0,2,1,0,0,0,0,1,0,0,1,0,0,1
0,3,24,4,51,0,2,3,3,3,47,2,3,1,1,0,0,0,1,0,0,0,0,0,1
0,1,36,3,99,1,4,2,3,1,31,2,2,2,1,0,0,0,1,0,0,1,0,1,0
0,3,60,1,65,4,3,2,4,3,34,2,1,2,1,0,1,0,1,0,0,0,0,0,1
0,2,10,4,13,4,4,2,2,1,27,2,2,1,1,0,0,0,1,0,0,1,0,0,1
0,1,36,3,29,1,5,2,3,3,30,2,1,1,0,0,1,0,1,0,0,0,0,0,1
0,3,9,1,28,1,5,2,4,2,35,2,1,1,1,0,0,0,0,1,0,1,0,0,1
0,0,12,1,37,3,3,2,3,1,31,2,1,2,0,0,1,0,1,0,0,1,0,0,1
0,0,15,4,10,0,3,0,3,1,25,2,2,1,0,0,0,0,1,0,0,1,0,0,1
0,1,15,1,26,1,3,1,2,0,25,2,1,1,0,0,0,0,1,0,0,1,0,1,0
0,1,24,1,29,1,2,2,1,2,29,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,0,6,4,47,4,2,2,3,0,44,2,2,2,0,0,1,0,1,0,0,1,0,1,0
0,3,24,1,23,0,4,2,2,2,28,2,1,1,1,0,0,0,1,0,0,1,0,0,1
0,3,6,1,12,2,3,2,4,1,50,2,1,1,0,0,0,1,1,0,1,0,0,0,1
0,1,12,1,11,0,4,2,3,0,29,2,2,1,0,1,0,0,0,0,0,1,0,0,1
0,3,12,4,9,0,1,1,2,1,38,2,1,1,0,0,1,0,1,0,0,1,1,0,0
0,3,18,4,18,0,3,2,2,2,24,2,2,1,0,0,0,0,1,0,0,1,0,0,1
0,2,15,1,19,0,5,2,4,2,40,2,1,1,1,0,0,0,1,0,1,0,0,0,0
1,3,12,1,11,2,3,1,4,2,29,2,1,1,0,0,0,0,1,0,1,0,0,1,0
1,0,48,4,63,0,5,2,4,3,46,2,2,1,1,0,0,1,1,0,0,0,0,0,1
0,2,24,1,14,1,5,1,2,3,47,2,1,1,1,0,0,0,1,0,0,0,0,0,1
0,1,30,3,25,1,5,2,2,1,41,1,2,1,0,0,0,0,1,0,0,1,0,0,1
0,1,27,1,25,0,2,1,1,1,32,2,1,2,1,0,0,0,1,0,0,1,0,0,1
0,3,15,1,53,2,5,1,4,3,35,2,1,1,0,0,1,0,1,0,0,0,0,0,1
1,1,48,1,66,1,4,2,2,1,24,2,1,1,0,0,1,0,1,0,0,1,0,0,1
1,1,12,2,30,0,2,1,3,1,25,2,2,1,0,0,0,0,1,0,1,0,0,0,1
0,1,9,1,12,0,5,1,4,0,25,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,1,9,1,21,0,3,2,2,0,37,2,1,2,0,0,0,0,1,0,0,1,0,1,0
0,3,18,4,6,2,5,2,3,1,32,0,2,1,1,0,0,0,1,0,0,1,0,0,0
1,0,6,0,12,0,5,1,4,3,35,2,1,1,0,0,0,0,1,0,0,0,0,0,1
0,3,21,1,25,4,5,2,4,0,46,2,1,1,1,0,0,1,1,0,0,1,0,0,0
0,0,9,4,11,0,3,2,4,0,25,2,2,1,0,0,0,0,1,0,0,1,0,1,0
1,1,60,1,140,0,4,2,2,3,27,2,1,1,1,0,1,0,1,0,0,1,0,0,0
0,3,30,4,76,4,5,2,4,2,63,2,2,1,0,0,0,1,1,0,0,1,0,0,1
0,3,30,4,31,4,5,2,2,2,40,2,2,2,1,0,0,0,1,0,0,1,0,0,1
0,3,18,1,15,0,3,2,2,3,32,2,1,1,1,0,0,0,1,0,0,0,0,0,0
0,2,24,4,31,4,3,2,2,2,31,2,2,1,1,0,0,0,1,0,0,1,0,0,1
0,1,20,2,61,1,5,3,4,2,31,0,2,1,1,0,0,1,1,0,0,1,0,0,1
1,2,9,2,13,0,2,2,2,2,34,2,2,1,1,0,0,0,1,0,0,1,0,0,0
1,1,6,0,4,3,2,1,2,1,24,0,1,2,0,0,0,0,1,0,1,0,0,0,1
1,0,12,1,12,0,3,1,2,0,24,2,1,1,0,0,1,0,1,0,0,1,0,1,0
0,1,9,1,8,2,3,1,3,0,66,2,1,1,0,0,0,0,1,0,0,1,0,1,0
1,3,27,1,26,0,3,1,3,0,21,2,1,1,0,0,1,0,1,0,1,0,0,0,1
0,3,6,4,2,3,3,1,2,0,41,0,2,1,0,0,1,0,1,0,0,1,0,1,0
0,3,15,4,13,2,3,3,2,1,47,2,2,1,0,0,0,0,1,0,0,1,0,1,0
1,0,18,1,19,0,3,1,4,2,25,0,2,1,0,0,0,0,1,0,1,0,0,0,1
1,1,48,0,64,0,5,1,3,3,59,2,1,1,0,0,0,0,1,0,1,0,0,0,1
0,2,24,4,13,3,3,0,4,0,36,2,2,1,1,0,0,0,1,0,0,1,0,0,1
0,1,24,3,64,0,2,2,2,2,33,2,1,1,0,0,0,0,1,0,0,1,0,0,1
1,0,24,1,20,0,3,2,4,0,21,2,1,2,0,0,0,0,1,0,1,0,0,1,0
0,1,8,1,8,0,4,1,2,0,44,2,1,1,0,0,0,0,0,0,0,1,0,1,0
0,3,24,1,26,3,3,1,4,2,28,2,1,1,1,0,0,1,1,0,1,0,0,0,1
0,3,4,4,34,0,4,1,1,0,37,2,1,2,0,0,1,0,1,0,0,1,0,0,1
0,1,36,0,40,4,2,1,2,3,29,0,1,1,0,0,0,0,1,0,0,1,1,0,0
1,1,24,1,116,0,3,1,4,2,23,2,2,1,0,0,0,1,1,0,1,0,0,0,0
0,0,18,1,44,1,3,2,4,2,35,2,1,2,1,0,1,0,1,0,0,1,0,1,0
0,3,6,4,68,0,4,2,3,3,45,2,2,2,1,0,1,0,1,0,0,1,0,0,0
1,1,30,2,43,1,3,1,4,2,26,2,2,1,0,0,0,0,1,0,1,0,0,1,0
0,0,24,0,23,1,4,2,3,2,32,0,1,1,0,0,1,0,1,0,0,1,0,0,1
0,1,10,0,10,0,3,2,4,0,23,1,1,1,0,0,0,0,1,0,0,1,0,1,0
0,3,21,1,32,4,5,2,3,1,41,2,1,1,1,0,0,0,1,0,0,1,0,0,1
0,0,24,0,25,2,3,2,4,0,22,1,1,1,1,0,0,0,1,0,0,1,0,0,1
0,0,39,4,142,4,4,2,4,1,30,2,2,1,1,0,0,0,1,0,0,1,0,0,0
0,0,13,4,18,0,2,2,1,1,28,0,2,1,0,0,0,0,1,0,0,1,0,1,0
0,0,15,1,25,0,1,1,4,2,23,2,1,1,0,0,1,0,1,0,1,0,0,0,1
1,0,12,1,13,0,2,1,1,0,37,2,1,1,0,0,1,0,1,0,0,1,0,1,0
